stock_name,user_name,video_id,followers,views,likes,comments,shares
"Dave & Buster's Entertainment, Inc. (PLAY)",stockmarketuniversity,6945450100072221958,2999,829,17,2,1
"Dick's Sporting Goods Inc (DKS)
Word Searched: sporting",mok.investments,6943426477228576005,4470,368,9,4,0
Direxion Daily Cnsmr Staples Bull 3XShrs (NEED),llamas1115,6940026359137766662,797,192,6,10,2
"Direxion Daily Consumer Staples (NEED)
Word Searched: needs",hccapital,6945634956500585734,46500,91,5,0,0
Direxion Daily Healthcare Bull 3X Shares (CURE),sodapreneur,6937789671447612678,7149,6279,234,31,63
"Direxion Daily Semiconductor Bu (SOXL)
Word Searched: daily",stockstv,6896942242049674501,2373,633,15,4,0
"Direxion Daily Semiconductor Bu (SOXL)
Word Searched: daily",luxuryequities,6944876366353403142,267900,8004,451,47,5
"Direxion Energy Bull 2X Shares (ERX)
Word Searched: SHARES",erikbotoss,6941779137254280453,4325,6085,138,57,12
"Direxion Energy Bull 2X Shares (ERX)
Word Searched: shares",stockswallet,6945449522604543238,18800,4226,134,18,20
"Direxion Energy Bull 2X Shares (ERX)
Word Searched: shares",launchpadstocks,6934782697302756614,1793,240,7,2,1
"Direxion Financial Bull 3X Shar (FAS)
Word Searched: WAS",dailystocktalk,6945628257312132358,66100,1132,64,13,7
"Direxion Financial Bull 3X Shar (FAS)
Word Searched: Was",thelaptoplegend,6934173585376431365,128800,7944,515,26,8
"Direxion Financial Bull 3X Shar (FAS)
Word Searched: was",stockswallet,6945449522604543238,18800,4226,134,18,20
"Direxion Financial Bull 3X Shar (FAS)
Word Searched: was",ceowatchlist,6945601890348436741,520800,2664,122,12,15
Direxion Moonshot Innovators ETF (MOON),mainstreetwolf,6945591070872849669,257600,2132,164,11,4
Direxion Moonshot Innovators ETF (MOON),stockmarkethacks,6938802589395913989,5797,2180,112,3,6
"DocuSign, Inc. (DOCU)",beermonies_trading,6934871830276607237,2326,331,30,0,1
"Dodge & Cox Stock Fund (DODGX)
Word Searched: DODGE",themarketplays,6922971295789403398,2544,736,23,6,1
"Dogecoin USD (DOGE-USD)
Word Searched: DOGECOIN",thekidinvestor,6944491538076437765,48100,3807,240,11,5
"Dollar General Corporation (DG)
Word Searched: dollar",thebuyinking,6940646927092452614,536400,95500,8458,164,193
"Dollar General Corporation (DG)
Word Searched: dollar",gavin_mayo,6945607104044502278,252300,1527,67,4,3
"Domino's Pizza Inc (DPZ)
Word Searched: PizZa",stocktok16,6940295230285548806,3647,1767,107,12,2
"Dow Jones Industrial Average (^DJI)
Word Searched: Do",gd_investments,6945636913386622213,248900,1495,68,7,1
"Dow Jones Industrial Average (^DJI)
Word Searched: do",milehightrading,6945616969500560646,172500,1221,55,2,4
"Dow Jones U.S. Recreational Ser (^DWCRCS)
Word Searched: recreational",highleyinvested,6945595637647871237,38600,807,119,5,5
DraftKings Inc. (DKNG),stockvip,6926323575376858373,178900,91000,5667,261,645
DraftKings Inc. (DKNG),bullishbetter,6945621193626029318,48300,219,9,0,0
DraftKings Inc. (DKNG),mok.investments,6943426477228576005,4470,368,9,4,0
DraftKings Inc. (DKNG),rudaman,6945236066513341701,3581,280,13,0,1
"Dynatronics Corporation (DYNT)
Word Searched: DONT",moneylinemark,6944471091821808901,720200,35500,2096,62,25
"Dynatronics Corporation (DYNT)
Word Searched: dont",lifeofcarlos0,6923009819561479430,1360,911,44,10,4
"Dynatronics Corporation (DYNT)
Word Searched: dont",77trades,6945433815867313413,36700,484,29,6,1
"Dynatronics Corporation (DYNT)
Word Searched: dont",milehightrading,6945616969500560646,172500,1221,55,2,4
"ENDVD (ENDVD)
Word Searched: ended",ceowatchlist,6945601890348436741,520800,2664,122,12,15
"ENTERRA CORP NEW (ETER)
Word Searched: PETER",marketafterhours,6945403619831336198,6039,256,14,3,3
"EST TOOLS CO LTD (300488.SZ)
Word Searched: tools",oscarwulfff,6935241744531590406,8132,32200,1847,66,516
"ETRACS Quarterly Pay 1.5X  Leve (BDCX)
Word Searched: quarterly",realstockmarket,6921738093380898053,3007,1978,56,2,4
"EXANTE Altcoin Cryptocurrency I (^XAI)
Word Searched: CRYPTOCURRENCY",marketmartians,6945424684720655621,8256,1211,15,0,0
Echelon Corporation (ELON),stockvip,6926323575376858373,178900,91000,5667,261,645
Echelon Corporation (ELON),mikesintact,6943743306543189254,33700,3918,531,23,36
Echelon Corporation (ELON),invest.stocks,6945183929368415494,109400,5084,285,21,13
Echelon Corporation (ELON),llamas1115,6940026359137766662,797,192,6,10,2
