stock_name,user_name,video_id,followers,views,likes,comments,shares
"AMC Entertainment Holdings, Inc (AMC)
Word Searched: i",timeforbusiness2,6938573223609076998,59400,2213,70,7,3
"AMC Entertainment Holdings, Inc (AMC)
Word Searched: i",coletrades,6939292324946119941,3529,1446,17,6,0
"AMC Entertainment Holdings, Inc (AMC)
Word Searched: i",thebuyinking,6940646927092452614,537900,31300,2969,97,71
"AMC Entertainment Holdings, Inc (AMC)
Word Searched: i",tradingwithchristian,6932638179094760709,1219,427,9,0,0
"AMC Entertainment Holdings, Inc (AMC)
Word Searched: i",llamas1115,6940026359137766662,804,177,6,10,2
"AMC Entertainment Holdings, Inc (AMC)
Word Searched: i",stockmarketuniversity,6939583361455328518,2838,4946,40,14,1
"AMC Entertainment Holdings, Inc (AMC)
Word Searched: i",markettrader_official,6940705243218939141,279700,2498,160,13,11
"AMC Entertainment Holdings, Inc. (AMC)",oscarwulfff,6935241744531590406,7821,23600,1378,50,393
"AMC Entertainment Holdings, Inc. (AMC)",stockswallet,6940728029555461381,16800,1717,77,2,14
"AMC Entertainment Holdings, Inc. (AMC)",apexoptionstrading,6922275199069031686,1375,3006,19,3,2
"AMC Entertainment Holdings, Inc. (AMC)",thekidinvestor,6940410701030673669,48200,11300,336,12,10
"AMC Entertainment Holdings, Inc. (AMC)",brunopamfilio,6933008593000156422,1284,3070,177,37,6
"AMC Entertainment Holdings, Inc. (AMC)",tradelikegates,6940740376441392390,28400,4562,167,12,27
"ANHUI WANWEI UPDATED HIGH-TECH  (600063.SS)
Word Searched: Update",slater_trades,6940413376514313477,32200,2484,61,13,2
"ANHUI WANWEI UPDATED HIGH-TECH  (600063.SS)
Word Searched: updated",millionaire_mindset15,6925298030384139525,4023,614,9,1,2
"APRI (APRI)
Word Searched: April",thestockhub,6940676520700660997,73800,14800,1041,33,30
"ARIANNE PHOSPHATE INC (DAN.V)
Word Searched: phosphate",stockvip,6926323575376858373,179500,89700,5654,212,643
ARK Innovation ETF (ARKK),mikeoptions,6940742393868193029,7201,71,7,0,0
"ARTIFICIAL INTELLIGENC TECH SOL (AITX)
Word Searched: Artificial",sky_trades,6940306015787257093,81400,4394,249,7,6
"ARTIFICIAL INTELLIGENC TECH SOL (AITX)
Word Searched: artificial",coincapital,6935149838841531653,3563,238,15,0,3
AT&T Inc. (T),conner_prola,6940067513380146437,39700,466,9,0,0
"ATDED (ATDED)
Word Searched: added",stockmarket_507,6934532298616360198,4639,1920,51,6,8
"AVEO Pharmaceuticals, Inc. (AVEO)",timeforbusiness2,6938573223609076998,59400,2213,70,7,3
"Academy Sports and Outdoors, In (ASO)
Word Searched: Sports",austinhankwitz,6940416078606601477,480800,10600,448,35,4
"Academy Sports and Outdoors, In (ASO)
Word Searched: sports",millionaire_mindset15,6925298030384139525,4023,614,9,1,2
Acasti Pharma Inc. (ACST),aceinvestments,6939615287750774021,60200,15300,787,65,104
"Accelerate Diagnostics, Inc. (AXDX)
Word Searched: accelerate",coincapital,6935149838841531653,3563,238,15,0,3
AdvisorShares Alpha DNA Equity Sentiment ETF (SENT),nimbletradingio,6940345764358950149,2678,237,25,0,5
AdvisorShares Sage Core Reserves ETF (HOLD),investing_with_mike,6940782516798278917,77000,135,11,3,0
"AdvisorShares Trust AdvisorShar (MSOS)
Word Searched: advisor",alcidesvla,6940774869340556550,12700,1642,41,3,0
"Affiliated Managers Group, Inc. (AMG)
Word Searched: affiliated",oscarwulfff,6935241744531590406,7821,23600,1378,50,393
"Affirm Holdings, Inc. (AFRM)",sky_trades,6940306015787257093,81400,4394,249,7,6
"Affirm Holdings, Inc. (AFRM)
Word Searched: affirm",stockstobuy,6940715917563137286,40200,1715,30,1,1
"Alexandria Real Estate Equities, Inc. (ARE)",stockstok,6926183877455154438,5592,291,12,1,1
"Alexandria Real Estate Equities, Inc. (ARE)",nickcomizio,6926225800442268934,3683,9704,161,22,33
"Alibaba Group Holding Limited (BABA)
Word Searched: BABY",erikbotoss,6938499665398648070,4292,1451,25,4,1
Alliance Data Systems Corporation (ADS),millionaire_mindset15,6925298030384139525,4023,614,9,1,2
"Allstate Corporation (The) (ALL)
Word Searched: FALL",stockstrader,6924867648434097414,5441,370,8,1,0
"Alphabet Inc. (GOOGL)
Word Searched: Google",fourtoeight,6940064782565379334,1100000,47100,4975,103,198
"Amazon.com, Inc. (AMZN)",sky_trades,6940306015787257093,81400,4394,249,7,6
"Amazon.com, Inc. (AMZN)",stockstrader,6924867648434097414,5441,370,8,1,0
"Amazon.com, Inc. (AMZN)
Word Searched: Amazon",stockswithjack,6940502475526933761,15800,8999,608,38,33
American Airlines Group Inc. (AAL),titotrades,6940611851126443270,53200,3468,335,50,9
American Airlines Group Inc. (AAL),tradelikegates,6940740376441392390,28400,4562,167,12,27
"American Airlines Group, Inc. (AAL)
Word Searched: Airlines",mikeoptions,6940742393868193029,7201,71,7,0,0
"Amplify Lithium & Battery Techn (BATT)
Word Searched: BAIT",bullishbetter,6940610783705435398,46000,3377,171,37,25
"Annaly Capital Management Inc (NLY)
Word Searched: only",alcidesvla,6940774869340556550,12700,1642,41,3,0
Antero Midstream Corporation (AM),jefethestockguru,6939030377621228806,24800,1341,35,5,1
"Applied Materials, Inc. (AMAT)
Word Searched: materials",stockswithjack,6940502475526933761,15800,8999,608,38,33
"Arch Resources, Inc. (ARCH)
Word Searched: March",millionaire_mindset15,6925298030384139525,4023,614,9,1,2
"Arch Resources, Inc. (ARCH)
Word Searched: March",jefethestockguru,6939030377621228806,24800,1341,35,5,1
Assured Guaranty Ltd. (AGO),matthewhirayama,6928132692047432965,7934,113600,6982,273,86
"AstroNova, Inc. (ALOT)",timeforbusiness2,6938573223609076998,59400,2213,70,7,3
Atlantic Power Corporation (AT),stockswallet,6940728029555461381,16800,1717,77,2,14
Atlantic Power Corporation (AT),theonlynaklas,6940406762407349510,86600,23000,1579,78,420
"Atlassian Corporation Plc (TEAM)
Word Searched: Teams",austinhankwitz,6940416078606601477,480800,10600,448,35,4
"Auris Medical Holding Ltd. (EARS)
Word Searched: years",stockswithjack,6940502475526933761,15800,8999,608,38,33
"Auris Medical Holding Ltd. (EARS)
Word Searched: years",greentradesonly,6940675157652442373,20100,506,23,5,1
"Auris Medical Holding Ltd. (EARS)
Word Searched: years",millionaire_mindset15,6925298030384139525,4023,614,9,1,2
"Auris Medical Holding Ltd. (EARS)
Word Searched: years",calltoleap,6940438319054523654,732700,38900,3407,101,52
"Auris Medical Holding Ltd. (EARS)
Word Searched: years",alertscapital,6940738440413580550,8613,3022,12,0,0
"Aurora Cannabis Inc. (ACB)
Word Searched: Cannabis",mikeoptions,6940742393868193029,7201,71,7,0,0
"BAOTOU TOMORROW TECHNOLOGY CO L (600091.SS)
Word Searched: tomorrow",marketafterhours,6940415878655675653,5748,3991,51,4,4
BEST Inc. (BEST),investodaily,6940708690198564102,13400,1313,41,3,9
"BETAPRO MARIJUANA COS INVERSE E (HMJI.TO)
Word Searched: Inverse",greentradesonly,6940675157652442373,20100,506,23,5,1
"BIDEX (BIDEX)
Word Searched: Biden",jefethestockguru,6939030377621228806,24800,1341,35,5,1
"BOUNCE MOBILE SYSTEMS INC. (BNCM)
Word Searched: bounce",vinstock,6940287673751866629,41100,896,56,16,6
"BRINGSPRING SCIENC (300290.SZ)
Word Searched: brings",investwithruss,6940684504789011718,90300,37400,1434,95,60
"Bakkt BTC (USD) Monthly Future  (BTM=F)
Word Searched: Month",investwithruss,6940684504789011718,90300,37400,1434,95,60
"Bakkt BTC (USD) Monthly Future  (BTM=F)
Word Searched: month",calltoleap,6940438319054523654,732700,38900,3407,101,52
"Bakkt BTC (USD) Monthly Future  (BTM=F)
Word Searched: month",thebuyinking,6940646927092452614,537900,31300,2969,97,71
"Bakkt BTC (USD) Monthly Future  (BTM=F)
Word Searched: monthly",realstockmarket,6921738093380898053,2955,1892,54,1,4
"Bank Rakyat Indonesia (Persero) (BBRI.JK)
Word Searched: R I P",brunopamfilio,6933008593000156422,1284,3070,177,37,6
Barnes Group Inc. (B),mr.investr,6940644631440821510,78500,4735,151,29,12
"Barrick Gold Corporation (GOLD)
Word Searched: BOLD",investwithruss,6940684504789011718,90300,37400,1434,95,60
"Berkshire Hathaway Inc. New (BRK-B)
Word Searched: Berkshire",coincapital,6935149838841531653,3563,238,15,0,3
"Big Lots, Inc. (BIG)",stockinvestors,6935593005105548549,22100,2563,58,10,15
"Bill.com Holdings, Inc. (BILL)
Word Searched: bills",mattyand,6927504237278661893,840,16900,700,153,117
"Bio-Rad Laboratories, Inc. (BIO)",stockswallet,6940728029555461381,16800,1717,77,2,14
"Bio-Rad Laboratories, Inc. (BIO)",stockshub,6930999772882980102,83500,3758,117,14,2
"Bio-Rad Laboratories, Inc. (BIO)",greentradesonly,6940675157652442373,20100,506,23,5,1
"Bio-Rad Laboratories, Inc. (BIO)",mikeoptions,6940742393868193029,7201,71,7,0,0
"Bio-Rad Laboratories, Inc. (BIO)",instynct,6906718980950543621,1383,245,28,0,0
"Bio-Rad Laboratories, Inc. (BIO)",coincapital,6935149838841531653,3563,238,15,0,3
"Bio-Rad Laboratories, Inc. (BIO)",optionscapital,6940077432586194182,17400,1024,29,2,2
"Bio-Rad Laboratories, Inc. (BIO)",stocktrickswithnick,6940398320187641094,35400,2221,64,13,1
"Bio-Rad Laboratories, Inc. (BIO)",bullsofwallstreet,6940789257581694213,23500,90,4,2,0
Bio-Techne Corporation (TECH),notkamel,6940699196903148805,24600,947,99,3,5
BioMarin Pharmaceutical Inc. (BMRN),sky_trades,6940306015787257093,81400,4394,249,7,6
"Bionano Genomics, Inc. (BNGO)",sky_trades,6940306015787257093,81400,4394,249,7,6
"Bionano Genomics, Inc. (BNGO)",stocks_invest,6938585511942573318,75700,52000,1265,81,92
"Bitcoin USD (BTC-USD)
Word Searched: BITC U",finance_by_derian,6931054970611453190,2758,2046,57,6,14
"Bitcoin USD (BTC-USD)
Word Searched: BITCOIN",stockshub,6930999772882980102,83500,3758,117,14,2
"Bitcoin USD (BTC-USD)
Word Searched: Bitcoin",stockmarketuniversity,6939583361455328518,2838,4946,40,14,1
"Bitcoin USD (BTC-USD)
Word Searched: bitcoin",finance_by_derian,6931054970611453190,2758,2046,57,6,14
"Bitcoin USD (BTC-USD)
Word Searched: bitcoin",lifeofcarlos0,6923009819561479430,1321,886,44,10,4
"Bitcoin USD (BTC-USD)
Word Searched: bitcoin",coletrades,6939292324946119941,3529,1446,17,6,0
"Bitcoin USD (BTC-USD)
Word Searched: bitcoin",markettrader_official,6940705243218939141,279700,2498,160,13,11
"Black Sea Wheat Financially Set (BWF=F)
Word Searched: Financially",markettrader_official,6940705243218939141,279700,2498,160,13,11
"Blue Hat Interactive Entertainm (BHAT)
Word Searched: what",calltoleap,6940438319054523654,732700,38900,3407,101,52
"Boeing Company (The) (BA)
Word Searched: company",realstockmarket,6921738093380898053,2955,1892,54,1,4
"C SMARTERENERGY (1004.HK)
Word Searched: smarter",markettrader_official,6940705243218939141,279700,2498,160,13,11
"C3.ai, Inc. (AI)",sky_trades,6940306015787257093,81400,4394,249,7,6
"C3.ai, Inc. (AI)",mikeoptions,6940742393868193029,7201,71,7,0,0
"CBAK Energy Technology, Inc. (CBAT)",stockvip,6926323575376858373,179500,89700,5654,212,643
"CBOE Volatility Index (^VIX)
Word Searched: Volatility",mainstreetwolf,6940774618357714181,257300,591,48,4,1
"CCB Intl-China Policy Driven Fd (0P0000J1PV.HK)
Word Searched: Policy",marketafterhours,6940415878655675653,5748,3991,51,4,4
"CECORS INC (CEOS)
Word Searched: CEO s",investwithruss,6940684504789011718,90300,37400,1434,95,60
"CHANGS ASCENDING ENTERPRISE CO  (8038.TWO)
Word Searched: Ascending",gavin_mayo,6940780027646594309,252400,5271,439,15,27
"CHARLIES HOLDINGS INC (CHUC)
Word Searched: Charli",stockstv,6896942242049674501,2376,627,15,4,0
"CHINA INTELLIGENCE INFORMATION  (IICN)
Word Searched: intelligence",coincapital,6935149838841531653,3563,238,15,0,3
"CIIG Merger Corp. (CIIC)
Word Searched: MERGER",mr.investr,6940644631440821510,78500,4735,151,29,12
"CIIG Merger Corp. (CIIC)
Word Searched: Merger",stockvip,6926323575376858373,179500,89700,5654,212,643
"CIIG Merger Corp. (CIIC)
Word Searched: merger",coincapital,6935149838841531653,3563,238,15,0,3
CNOOC Limited (CEO),investwithruss,6940684504789011718,90300,37400,1434,95,60
"COINSILIUM GROUP LTD (CINGF)
Word Searched: COINS",theonlynaklas,6940406762407349510,86600,23000,1579,78,420
"CRAWFORD UNITED CORP (CRAWA)
Word Searched: crawl",stockswallet,6940728029555461381,16800,1717,77,2,14
"CREATING ALPHA-GERM.CH.EO (2IM1.HM)
Word Searched: Creating",finance_tiktok,6923281503979916550,21700,3749,30,3,0
"CRYPTOSTAR CORP (CSTR.V)
Word Searched: CRYPTOS",clutchbusiness,6935953091451718917,8512,4651,45,6,4
"CRYPTOSTAR CORP (CSTR.V)
Word Searched: Crypto",investodaily,6940708690198564102,13400,1313,41,3,9
"CST Brands, Inc. (CST)",stocktrickswithnick,6940398320187641094,35400,2221,64,13,1
"Calamos Long/Short Equity & Dyn (CPZ)
Word Searched: L E D",matthewhirayama,6928132692047432965,7934,113600,6982,273,86
"Callon Petroleum Company (CPE)
Word Searched: APE",stockswallet,6940728029555461381,16800,1717,77,2,14
Cambria Cannabis ETF (TOKE),timeforbusiness2,6938573223609076998,59400,2213,70,7,3
"Cancer Genetics, Inc. (CGIX)
Word Searched: CANCER",sodapreneur,6937789671447612678,6781,5776,222,27,61
"Canoo Inc. (GOEV)
Word Searched: goes",finance_tiktok,6923281503979916550,21700,3749,30,3,0
"Canopy Growth Corporation (CGC)
Word Searched: growth",mikeoptions,6940742393868193029,7201,71,7,0,0
"Capstar Special Purpose Acquisi (CPSR)
Word Searched: special purpose",coincapital,6935149838841531653,3563,238,15,0,3
Capstone Therapeutics Corp. (CAPS),stockrogue,6932552320605605125,42300,3167,81,13,2
"CarLotz, Inc. (LOTZ)",investodaily,6940708690198564102,13400,1313,41,3,9
"CarParts.com, Inc. (PRTS)
Word Searched: puts",milehighmoney,6935996559133887750,18400,3321,50,16,2
"Cardano USD (ADA-USD)
Word Searched: CARDANO",thestockhub,6940676520700660997,73800,14800,1041,33,30
Carvana Co. (CVNA),millionaire_mindset15,6925298030384139525,4023,614,9,1,2
Carvana Co. (CVNA),investodaily,6940708690198564102,13400,1313,41,3,9
Castor Maritime Inc. (CTRM),aceinvestments,6939615287750774021,60200,15300,787,65,104
"Catalyst Insider Buying Fd Cl A (INSAX)
Word Searched: BUYING",erikbotoss,6938499665398648070,4292,1451,25,4,1
"Catalyst Insider Buying Fd Cl A (INSAX)
Word Searched: buying",flash.trades,6938128353450806534,2251,35,2,3,0
"Catalyst Insider Buying Fd Cl A (INSAX)
Word Searched: buying",invest.stocks,6940636428133076230,109000,4275,371,16,16
"Catalyst Insider Buying Fd Cl A (INSAX)
Word Searched: buying",stockmarketuniversity,6939583361455328518,2838,4946,40,14,1
"Catalyst Insider Buying Fund Cl (INSIX)
Word Searched: BUYING",sodapreneur,6937789671447612678,6781,5776,222,27,61
"Catalyst Insider Buying Fund Cl (INSIX)
Word Searched: buying",stocksfix,6934401350012800261,4849,2650,49,7,1
"Catalyst Insider Income Fund Cl (IIXIX)
Word Searched: INSIDER",sodapreneur,6937789671447612678,6781,5776,222,27,61
"Catalyst Insider Income Fund Cl (IIXIX)
Word Searched: Insider",calltoleap,6940438319054523654,732700,38900,3407,101,52
"Catalyst Pharmaceuticals, Inc. (CPRX)
Word Searched: catalyst",millionaire_mindset15,6925298030384139525,4023,614,9,1,2
"Cellectis S.A. (CLLS)
Word Searched: CALLS",erikbotoss,6938499665398648070,4292,1451,25,4,1
"Cellectis S.A. (CLLS)
Word Searched: CELLS",sodapreneur,6937789671447612678,6781,5776,222,27,61
Central Garden & Pet Company (CENT),milehightrading,6940791059953798406,166700,406,21,6,0
"Centre American Select Equity F (DHANX)
Word Searched: Thanx",llamas1115,6940026359137766662,804,177,6,10,2
"Chewy, Inc. (CHWY)",beermonies_trading,6934871830276607237,2323,313,29,0,1
"Children's Place, Inc. (The) (PLCE)
Word Searched: place",mok.investments,6940424674245479686,4372,2282,38,15,7
Churchill Capital Corp IV (CCIV),stockvip,6926323575376858373,179500,89700,5654,212,643
Churchill Capital Corp IV (CCIV),launchpadstocks,6934782697302756614,1791,218,7,2,1
Churchill Capital Corp IV (CCIV),stocktok42069,6930403126570716421,1152,4931,162,55,9
Churchill Capital Corp IV (CCIV),tradeideas,6940069770905521414,5389,10600,221,55,92
"Cogent Biosciences, Inc. (COGT)",beermonies_trading,6934871830276607237,2323,313,29,0,1
"ComSovereign Holding Corp. (COMS)
Word Searched: comes",alcidesvla,6940774869340556550,12700,1642,41,3,0
"Comgest Growth GEM Promising Co (0P00008N78.F)
Word Searched: Promising",matthewhirayama,6928132692047432965,7934,113600,6982,273,86
"CompoundCoin USD (COMP1-USD)
Word Searched: compound",spacs.ai,6932620674951384326,28100,2967,120,34,40
"ContextLogic Inc. (WISH)
Word Searched: With",investodaily,6940708690198564102,13400,1313,41,3,9
"Copper May 21 (HG=F)
Word Searched: copper",ceowatchlist,6940398799714012421,508000,16200,504,173,26
"CrowdStrike Holdings, Inc. (CRWD)",tradelikegates,6940740376441392390,28400,4562,167,12,27
"Customers Bancorp, Inc (CUBI)
Word Searched: customers",coincapital,6935149838841531653,3563,238,15,0,3
"DATA443 RISK MITIGATION INC (ATDS)
Word Searched: Mitigation",conner_prola,6940067513380146437,39700,466,9,0,0
"DB Gold Short ETN due February  (DGZ)
Word Searched: February",stockvip,6926323575376858373,179500,89700,5654,212,643
DMC Global Inc. (BOOM),moneylinemark,6940726488970824966,721100,27800,2247,79,116
"DONGHUA TESTING TE (300354.SZ)
Word Searched: Don t",hccapital,6940441093779508485,46500,535,30,4,1
"DONGHUA TESTING TE (300354.SZ)
Word Searched: don t",stockmarket_507,6934532298616360198,4639,1920,51,6,8
"Dave & Buster's Entertainment,  (PLAY)
Word Searched: Plays",thestockexperience,6935440626443980038,16700,21800,982,30,188
"Dave & Buster's Entertainment,  (PLAY)
Word Searched: plays",mainstreetwolf,6940774618357714181,257300,591,48,4,1
"Delubac Pricing Power I (0P0000X18U.F)
Word Searched: pricing",mok.investments,6940424674245479686,4372,2282,38,15,7
Denison Mines Corp. (DNN),mikeoptions,6940742393868193029,7201,71,7,0,0
"Dick's Sporting Goods Inc (DKS)
Word Searched: goods",coincapital,6935149838841531653,3563,238,15,0,3
Direxion All Cap Insider Sentiment Shares (KNOW),assetentities,6940696614826708229,513900,37700,2231,58,20
Direxion Daily Cnsmr Staples Bull 3XShrs (NEED),llamas1115,6940026359137766662,804,177,6,10,2
"Direxion Daily Consumer Staples (NEED)
Word Searched: NEEDS",zhangsta,6940447356865285382,114200,30500,3409,269,259
Direxion Daily Healthcare Bull 3X Shares (CURE),sodapreneur,6937789671447612678,6781,5776,222,27,61
"Direxion Daily Semiconductor Bu (SOXL)
Word Searched: DAILY",zhangsta,6940447356865285382,114200,30500,3409,269,259
"Direxion Daily Semiconductor Bu (SOXL)
Word Searched: daily",stockstv,6896942242049674501,2376,627,15,4,0
Direxion Moonshot Innovators ETF (MOON),matthewhirayama,6928132692047432965,7934,113600,6982,273,86
Direxion Moonshot Innovators ETF (MOON),stockmarkethacks,6938802589395913989,5769,1951,106,3,6
"DocuSign, Inc. (DOCU)",beermonies_trading,6934871830276607237,2323,313,29,0,1
"Dodge & Cox Stock Fund (DODGX)
Word Searched: DODGE",themarketplays,6922971295789403398,2515,722,22,6,1
