stock_name,user_name,video_id,followers,views,likes,comments,shares
"ETF Series Solutions Defiance N (HDRO)
Word Searched: ETF s",mikeoptions,6940742393868193029,7199,185,12,0,0
"ETRACS Quarterly Pay 1.5X  Leve (BDCX)
Word Searched: quarterly",realstockmarket,6921738093380898053,2957,1893,54,1,4
"Eaton Vance Oregon Municipal In (ETORX)
Word Searched: ETORO",mr.investr,6940644631440821510,78500,6157,197,37,19
Ebang International Holdings Inc. (EBON),darkhorseplays,6940335263512005893,6124,675,31,1,0
Echelon Corporation (ELON),stockvip,6926323575376858373,179400,89700,5655,212,643
Echelon Corporation (ELON),investodaily,6940708690198564102,13400,1747,50,2,10
Echelon Corporation (ELON),llamas1115,6940026359137766662,803,178,6,10,2
"Electrameccanica Vehicles Corp. (SOLO)
Word Searched: Vehicles",mikeoptions,6940742393868193029,7199,185,12,0,0
"Electrameccanica Vehicles Corp. (SOLO)
Word Searched: vehicles",stocktok16,6940295230285548806,3639,1429,90,7,1
"Electro-Sensors, Inc. (ELSE)",moneytendies,6940801983406247173,140600,2050,47,3,2
Energy Fuels Inc. (UUUU),mikeoptions,6940742393868193029,7199,185,12,0,0
"Energy Transfer LP (ET)
Word Searched: EV",stockvip,6926323575376858373,179400,89700,5655,212,643
Eni S.p.A. (E),marketmartians,6940804545308036358,8048,197,10,3,1
Entera Bio Ltd. (ENTX),stockmarkethacks,6938802589395913989,5774,1956,106,3,6
"Enveric Biosciences, Inc. (ENVB)",stockmarkethacks,6938802589395913989,5774,1956,106,3,6
EquityCompass Tactical Risk Manager ETF (TERM),stockshub,6930999772882980102,83500,3767,117,14,2
Ethan Allen Interiors Inc. (ETH),thestockhub,6940676520700660997,73900,19800,1504,36,40
"Ethereum USD (ETH-USD)
Word Searched: ETHEREUM",kasrastocks,6939916239536016645,13700,1959,49,6,18
"Etsy, Inc. (ETSY)",calltoleap,6940824900215033093,733100,30500,2793,95,129
"EverQuote, Inc. (EVER)",thelaptoplegend,6934173585376431365,128900,7557,502,23,8
"Exchange Traded Concepts Trust  (ROBO)
Word Searched: e trade",spacs.ai,6932620674951384326,28100,2976,119,34,40
"Extended Stay America, Inc. (STAY)",stockrogue,6932552320605605125,42300,3176,81,13,2
Exxon Mobil Corporation (XOM),hccapital,6940807359002578182,46500,1199,53,4,2
"FEDERAL NATIONAL MORTGAGE ASSOC (FNMA)
Word Searched: mortgage",thebuyinking,6940646927092452614,537900,44300,4311,113,102
"FLOW TRADERS (FLOW.AS)
Word Searched: Trader",conner_prola,6927049830585945349,39800,5100,141,2,9
"FLOW TRADERS (FLOW.AS)
Word Searched: Traders",matthewhirayama,6928132692047432965,7933,113600,6982,273,86
"FLOW TRADERS (FLOW.AS)
Word Searched: Traders",mikesintact,6940130481962831109,33700,2649,123,11,1
"FLYING SPARK LTD (FLYS.TA)
Word Searched: FLYING",bullsofwallstreet,6940789257581694213,23500,528,14,2,1
"FMC Corporation (FMC)
Word Searched: FOMC",mok.investments,6940424674245479686,4423,2368,39,15,7
"FSD Pharma Inc. (HUGE)
Word Searched: hige",millionaire_mindset15,6925298030384139525,4023,615,9,1,2
"Facebook, Inc. (FB)
Word Searched: Feb",stockmarketuniversity,6940824111950155013,2839,402,12,1,1
"Falling U.S. Dollar ProFund Inv (FDPIX)
Word Searched: falling",vinstock,6940287673751866629,41100,1002,59,15,6
Federated Equity Funds - Federated Capital Appreciation Fund (FEDEX),coincapital,6935149838841531653,3563,240,15,0,3
"FinTech Acquisition Corp. V (FTCV)
Word Searched: Acquisition",coincapital,6935149838841531653,3563,240,15,0,3
"FinTech Acquisition Corp. V (FTCV)
Word Searched: FinTech",sky_trades,6940866911785749765,81400,873,25,0,0
"FinTech Acquisition Corp. V (FTCV)
Word Searched: acquisition",coincapital,6935149838841531653,3563,240,15,0,3
"Financial Institutions, Inc. (FISI)
Word Searched: INSTITUTIONS",sodapreneur,6937789671447612678,6805,5812,222,27,61
Fintech Acquisition Corp. V (FTCV),mr.investr,6940644631440821510,78500,6157,197,37,19
"First Majestic Silver Corp. (AG)
Word Searched: FIRST",moderninvestor_,6930698535088229633,8304,4103,165,17,3
Fisker Inc. (FSR),trendstocks,6933624364407475462,1142,1240,8,2,0
"Fisker Inc. (FSR)
Word Searched: FISKER",trendstocks,6933624364407475462,1142,1240,8,2,0
Foley Trasimene Acquisition Corp. II (BFT),stocks_invest,6938585511942573318,75700,52400,1270,81,92
"Fonterra Shareholders' Fund Uni (FSF.NZ)
Word Searched: shareholders",realstockmarket,6921738093380898053,2957,1893,54,1,4
"Ford Motor Company (F)
Word Searched: of",notkamel,6940699196903148805,24600,1342,142,3,6
Forestar Group Inc. (FOR),stockvip,6926323575376858373,179400,89700,5655,212,643
Forestar Group Inc. (FOR),stockshub,6930999772882980102,83500,3767,117,14,2
"Franklin Managed Trust Rising D (FRDPX)
Word Searched: RISING",hccapital,6940807359002578182,46500,1199,53,4,2
"Franklin Managed Trust Rising D (FRDPX)
Word Searched: rising",hccapital,6940807359002578182,46500,1199,53,4,2
"FuelCell Energy, Inc. (FCEL)",stocktok42069,6930403126570716421,1152,4935,162,55,9
"FuelCell Energy, Inc. (FCEL)
Word Searched: Energy",hccapital,6940807359002578182,46500,1199,53,4,2
"Full House Resorts, Inc. (FLL)
Word Searched: House",highleyinvested,6940757663760272646,38600,4182,765,35,69
"Future FinTech Group Inc. (FTFT)
Word Searched: FUTURE",nickcomizio,6926225800442268934,3683,9706,162,22,33
"Future FinTech Group Inc. (FTFT)
Word Searched: future",mok.investments,6940424674245479686,4423,2368,39,15,7
"GNYS (GNYS)
Word Searched: guys",alcidesvla,6940774869340556550,12700,7377,116,11,1
"GOLDEN TRIANGLE VENTURES INC (GTVH)
Word Searched: Triangle",gavin_mayo,6940780027646594309,252500,14200,1174,37,79
"GOLF DIGEST ONLINE INC (3319.T)
Word Searched: digest",marketafterhours,6940798611563220230,5762,317,15,3,4
"GUANGDONG HIGHSUN (000861.SZ)
Word Searched: Highs",hamedtrades,6940608578902330629,96400,3946,135,16,15
GameStop Corp. (GME),oscarwulfff,6935241744531590406,7864,25000,1473,50,409
GameStop Corp. (GME),thewallstreetjungle,6938523692024548613,23900,787,34,0,0
GameStop Corp. (GME),flash.trades,6938128353450806534,2252,37,3,3,0
GameStop Corp. (GME),apexoptionstrading,6922275199069031686,1375,3008,19,3,2
GameStop Corp. (GME),thekidinvestor,6940410701030673669,48200,12000,383,13,11
GameStop Corp. (GME),brunopamfilio,6933008593000156422,1284,3070,177,37,6
"GameStop Corporation (GME)
Word Searched: GameStop",thelaptoplegend,6934173585376431365,128900,7557,502,23,8
"GameStop Corporation (GME)
Word Searched: Gamestop",finance_tiktok,6923281503979916550,21700,3752,30,3,0
"GameStop Corporation (GME)
Word Searched: games",mikesintact,6940130481962831109,33700,2649,123,11,1
"Gartner, Inc. (IT)",lifeofcarlos0,6923009819561479430,1321,888,44,10,4
"Gartner, Inc. (IT)",alcidesvla,6940774869340556550,12700,7377,116,11,1
"Gartner, Inc. (IT)",llamas1115,6940026359137766662,803,178,6,10,2
General Motors Company (GM),benpryor_,6940763665041755397,255200,35300,3688,96,297
"Genius Brands International, Inc. (GNUS)",tradeideas,6940069770905521414,5389,10800,225,55,92
"Gladstone Investment Corporatio (GAIN)
Word Searched: again",thewallstreetjungle,6938523692024548613,23900,787,34,0,0
Gladstone Investment Corporation (GAIN),penny.lifestyles,6940813469444820229,173600,959,31,7,0
Gladstone Investment Corporation (GAIN),bagchaser1337,6923719966386687237,4018,1081,61,14,22
Gladstone Investment Corporation (GAIN),mr.ctrader,6922996055881665797,5507,7007,143,14,5
Global Cord Blood Corporation (CO),calltoleap,6940824900215033093,733100,30500,2793,95,129
"Global X E-commerce ETF (EBIZ)
Word Searched: e commerce",coincapital,6935149838841531653,3563,240,15,0,3
"Global X Funds Global X U.S. In (PAVE)
Word Searched: Funds",stockplace,6922526773443857666,11600,1195,17,5,1
"Global X Funds Global X U.S. In (PAVE)
Word Searched: Funds",brunopamfilio,6933008593000156422,1284,3070,177,37,6
"Global X Internet of Things ETF (SNSR)
Word Searched: things",investwithruss,6940684504789011718,90800,58100,2087,136,94
"Global X Internet of Things ETF (SNSR)
Word Searched: things",assetentities,6940696614826708229,513800,52600,3577,76,31
"Global X NASDAQ-100 Covered Cal (QYLD)
Word Searched: cover",stocktrickswithnick,6940398320187641094,35400,2373,71,14,1
"Globalstar, Inc. (GSAT)",mikeoptions,6940742393868193029,7199,185,12,0,0
"Great Panther Mining Limited (GPL)
Word Searched: Great",investodaily,6940708690198564102,13400,1747,50,2,10
Grocery Outlet Holding Corp. (GO),gd_investments,6940699006288841989,249400,7983,417,23,29
Grocery Outlet Holding Corp. (GO),erikbotoss,6938499665398648070,4297,1467,26,4,1
"H&E Equipment Services, Inc. (HEES)
Word Searched: Heres",llamas1115,6940026359137766662,803,178,6,10,2
"HEALTHIER CHOICES MANAGEMENT CO (HCMC)
Word Searched: management",stockmarketuniversity,6940824111950155013,2839,402,12,1,1
"HELMER DIRECTIONAL DRILLING COR (EXLA)
Word Searched: directional",mainstreetwolf,6940774618357714181,257300,2193,165,10,3
"HIGH TIDE INC (HITIF)
Word Searched: HIGH",investing_with_mike,6940782516798278917,77000,581,30,7,1
"HIGH TIDE INC (HITIF)
Word Searched: high",spacs.ai,6932620674951384326,28100,2976,119,34,40
"Halliburton Company (HAL)
Word Searched: Haul",investwithruss,6940684504789011718,90800,58100,2087,136,94
"Hasbro, Inc. (HAS)",stockswallet,6940728029555461381,16800,4048,213,13,32
"Hasbro, Inc. (HAS)",greentradesonly,6940675157652442373,20100,1220,44,5,2
"Hasbro, Inc. (HAS)",theoptionlab,6935499890038541573,2173,1438,25,8,3
"Hasbro, Inc. (HAS)",coincapital,6935149838841531653,3563,240,15,0,3
"Hasbro, Inc. (HAS)",investodaily,6940708690198564102,13400,1747,50,2,10
"Hasbro, Inc. (HAS)",investwithruss,6940684504789011718,90800,58100,2087,136,94
"Healthpeak Properties, Inc. (PEAK)",sodapreneur,6937789671447612678,6805,5812,222,27,61
"Helen of Troy Limited (HELE)
Word Searched: held",alcidesvla,6940774869340556550,12700,7377,116,11,1
"Helen of Troy Limited (HELE)
Word Searched: held",markettrader_official,6940705243218939141,279700,7236,353,19,16
"Hewlett Packard Enterprise Comp (HPE)
Word Searched: hype",coletrades,6939292324946119941,3530,1454,17,7,0
"Hewlett Packard Enterprise Comp (HPE)
Word Searched: hype",investodaily,6940708690198564102,13400,1747,50,2,10
"Holicity Inc. (HOL)
Word Searched: HODL",simplyinvesting,6940463542038449413,2889,403,6,2,1
Hotel Reservations Network Inc (ROOM),noremacnewelltrading,6938455267466038534,30500,7353,137,43,4
"Hyundai YouFirst Realestate 25  (75701B93.KS)
Word Searched: you re",oscarwulfff,6935241744531590406,7864,25000,1473,50,409
"Hyundai YouFirst Realestate 25  (75701B93.KS)
Word Searched: you re",investwithruss,6940684504789011718,90800,58100,2087,136,94
"ICONIC MINERALS LTD (ICM.V)
Word Searched: Iconic",rudaman,6940408257823444230,3465,2012,96,4,10
IHS Markit Ltd. (INFO),stocktalk76,6940728487980354821,45100,1712,56,7,3
"INFORMATION ANALYSIS INC (IAIC)
Word Searched: ANALYSIS",kasrastocks,6939916239536016645,13700,1959,49,6,18
"INPUT CAPITAL CORP (INP.V)
Word Searched: Input",nimbletradingio,6940345764358950149,2678,240,25,0,5
"INTEGRATED VENTURES INC (INTV)
Word Searched: I ve",greentradesonly,6940675157652442373,20100,1220,44,5,2
"INTEGRATED VENTURES INC (INTV)
Word Searched: I ve",momentfinance,6937132561906846982,1717,249,5,0,0
IRSA Inversiones y Representaciones Sociedad Anónima (IRS),alertscapital,6940813264297266438,8647,14000,591,10,64
"IT Tech Packaging, Inc. (ITP)
Word Searched: Its",benpryor_,6940763665041755397,255200,35300,3688,96,297
"Image Sensing Systems, Inc. (ISNS)
Word Searched: sensing",coincapital,6935149838841531653,3563,240,15,0,3
"Income Collecting 1-3 Months T- (GOVTX)
Word Searched: Months",investwithruss,6940684504789011718,90800,58100,2087,136,94
"Income Collecting 1-3 Months T- (GOVTX)
Word Searched: months",investwithruss,6940684504789011718,90800,58100,2087,136,94
"Innovative Industrial Propertie (IIPR)
Word Searched: innovative",thediamondhandz,6940810105168366854,52600,1179,81,0,2
"Innovator IBD Breakout Opportun (BOUT)
Word Searched: BREAKOUT",stocktrickswithnick,6940398320187641094,35400,2373,71,14,1
"Interlink Electronics, Inc. (LINK)",mikeoptions,6940742393868193029,7199,185,12,0,0
"Interlink Electronics, Inc. (LINK)",optionscapital,6940077432586194182,17400,1070,30,2,2
"International Business Machines (IBM)
Word Searched: I m",alcidesvla,6940774869340556550,12700,7377,116,11,1
"International Business Machines (IBM)
Word Searched: business",alertscapital,6940813264297266438,8647,14000,591,10,64
"International Business Machines (IBM)
Word Searched: i m",stocksfix,6934401350012800261,4865,2663,49,7,1
"Invesco DB USD Index Bullish Fu (UUP)
Word Searched: BULLISH",stockmarketuniversity,6940824111950155013,2839,402,12,1,1
"InvestEd 0 Portfolio (WFXPX)
Word Searched: INVESTED",sodapreneur,6937789671447612678,6805,5812,222,27,61
"InvestEd 0 Portfolio (WFXPX)
Word Searched: Invested",alexdaytrader,6918068042111012102,6550,2858,48,8,1
"InvestEd 0 Portfolio (WFXPX)
Word Searched: invested",thestockhub,6940676520700660997,73900,19800,1504,36,40
"InvestEd 0 Portfolio (WFXPX)
Word Searched: invested",thekidinvestor,6940410701030673669,48200,12000,383,13,11
"JAMES E WAGNER CULTIVATION CORP (JWCAF)
Word Searched: Wagner",coincapital,6935149838841531653,3563,240,15,0,3
"JD.com, Inc. (JD)
Word Searched: nd",millionaire_mindset15,6925298030384139525,4023,615,9,1,2
JPMorgan Chase & Co. (JPM),hccapital,6940807359002578182,46500,1199,53,4,2
JanOne Inc. (JAN),ceowatchlist,6940398799714012421,508100,19000,596,177,28
JanOne Inc. (JAN),stockmarketuniversity,6940824111950155013,2839,402,12,1,1
Johnson & Johnson (JNJ),calltoleap,6940824900215033093,733100,30500,2793,95,129
"Johnson & Johnson (JNJ)
Word Searched: John",coincapital,6935149838841531653,3563,240,15,0,3
"KNOW LABS INC (KNWN)
Word Searched: Known",finance_tiktok,6923281503979916550,21700,3752,30,3,0
"KNOW LABS INC (KNWN)
Word Searched: known",investwithruss,6940684504789011718,90800,58100,2087,136,94
Kellogg Company (K),thestockexperience,6935440626443980038,16700,21800,983,30,189
Kellogg Company (K),stocktalk76,6940728487980354821,45100,1712,56,7,3
Kellogg Company (K),coletrades,6939292324946119941,3530,1454,17,7,0
Kellogg Company (K),alexdaytrader,6918068042111012102,6550,2858,48,8,1
Kellogg Company (K),markettrader_official,6940705243218939141,279700,7236,353,19,16
"Koss Corporation (KOSS)
Word Searched: Loss",conner_prola,6927049830585945349,39800,5100,141,2,9
"Koss Corporation (KOSS)
Word Searched: loss",nimbletradingio,6940345764358950149,2678,240,25,0,5
"LATERES FD INV IMB (LATR11B.SA)
Word Searched: LATER",letstalkinvesting,6940010593365675270,107100,8899,637,20,77
"LIGHTSPEED POS INC (LSPD.TO)
Word Searched: Lights",matthewhirayama,6928132692047432965,7933,113600,6982,273,86
"LIMED (LIMED)
Word Searched: climed",milehightrading,6940694818209221893,166700,9575,245,20,9
"LUCKY FRIDAY EXTENSION MINE (LFEX)
Word Searched: friday",stocks_invest,6938585511942573318,75700,52400,1270,81,92
"LUXID (LUXID)
Word Searched: Lucid",stockvip,6926323575376858373,179400,89700,5655,212,643
"Lennar Corporation (LEN)
Word Searched: lent",stockswallet,6940728029555461381,16800,4048,213,13,32
Li Auto Inc. (LI),stocktok42069,6930403126570716421,1152,4935,162,55,9
Liquid Media Group Ltd. (YVR),investodaily,6940708690198564102,13400,1747,50,2,10
"Liquid Media Group Ltd. (YVR)
Word Searched: Yr",hamedtrades,6940608578902330629,96400,3946,135,16,15
"Liquidity Services, Inc. (LQDT)
Word Searched: Liquidity",stocktalk76,6940728487980354821,45100,1712,56,7,3
"Live Nation Entertainment, Inc. (LYV)",titotrades,6940611851126443270,53200,4417,407,61,11
"Lordstown Motors Corp. (RIDE)
Word Searched: Motors",stockvip,6926323575376858373,179400,89700,5655,212,643
"Lowe's Companies, Inc. (LOW)",spacs.ai,6932620674951384326,28100,2976,119,34,40
"MAD/EUR (MADEUR=X)
Word Searched: Made",investwithruss,6940684504789011718,90800,58100,2087,136,94
"MAD/EUR (MADEUR=X)
Word Searched: made",alexdaytrader,6918068042111012102,6550,2858,48,8,1
"MAD/EUR (MADEUR=X)
Word Searched: made",investwithruss,6940684504789011718,90800,58100,2087,136,94
"MAD/EUR (MADEUR=X)
Word Searched: made",milehighmoney,6935996559133887750,18500,3365,52,16,2
"MATS (MATS)
Word Searched: mates",stockswithjack,6940861669920787714,15800,1128,105,6,2
"MAWI´S REMEMBER INVERSIONES SI (0P0000YI4F.F)
Word Searched: Remember",stockrogue,6932552320605605125,42300,3176,81,13,2
"MDM Permian, Inc. (MDMP)",penny.lifestyles,6940813469444820229,173600,959,31,7,0
"MEMBERS CO LTD (2130.T)
Word Searched: members",greentradesonly,6940675157652442373,20100,1220,44,5,2
"MEMBERS CO LTD (2130.T)
Word Searched: members",noremacnewelltrading,6938455267466038534,30500,7353,137,43,4
"MERCARI INC UNSPON ADS EACH REP (MCARY)
Word Searched: SCARY",iamsirgime,6937326474378710277,2816,291,38,3,1
"MILLIONAIRE PROPERTY FUND (MIPF.BK)
Word Searched: Millionaire",surgeyyyy,6929638914747632901,283600,144700,19700,836,96
"MILLIONHOPE IND (1897.HK)
Word Searched: MILLION",mr.investr,6940644631440821510,78500,6157,197,37,19
"MONDI PLC (MONDY)
Word Searched: Monday",stocksfix,6934401350012800261,4865,2663,49,7,1
"MONDI PLC (MONDY)
Word Searched: Monday",aceinvestments,6939615287750774021,60200,15400,790,66,104
"MONDI PLC (MONDY)
Word Searched: monday",coletrades,6939292324946119941,3530,1454,17,7,0
"MYM Future JUN 2021 Trading Ses (MYM=F)
Word Searched: TRADING",sodapreneur,6937789671447612678,6805,5812,222,27,61
"MYM Future JUN 2021 Trading Ses (MYM=F)
Word Searched: Trading",greentradesonly,6940675157652442373,20100,1220,44,5,2
"MYM Future JUN 2021 Trading Ses (MYM=F)
Word Searched: Trading",momentfinance,6937132561906846982,1717,249,5,0,0
"MYM Future JUN 2021 Trading Ses (MYM=F)
Word Searched: Trading",milehighmoney,6935996559133887750,18500,3365,52,16,2
"MYM Future JUN 2021 Trading Ses (MYM=F)
Word Searched: Trading",theonlynaklas,6940406762407349510,86600,23200,1586,78,429
"MYM Future JUN 2021 Trading Ses (MYM=F)
Word Searched: trading",chris.stocks,6940344155436584197,79100,4048,312,12,0
"MYM Future JUN 2021 Trading Ses (MYM=F)
Word Searched: trading",thewallstreetjungle,6938523692024548613,23900,787,34,0,0
"MYM Future JUN 2021 Trading Ses (MYM=F)
Word Searched: trading",alexdaytrader,6918068042111012102,6550,2858,48,8,1
"MYM Future JUN 2021 Trading Ses (MYM=F)
Word Searched: trading",stock_catalyst,6935588755646532870,1719,636,36,1,7
"Macy's, Inc. (M)",stockmarketuniversity,6940824111950155013,2839,402,12,1,1
"Mammoth Energy Services, Inc. (TUSK)
Word Searched: Musk",stockvip,6926323575376858373,179400,89700,5655,212,643
"Mammoth Energy Services, Inc. (TUSK)
Word Searched: Musk",investodaily,6940708690198564102,13400,1747,50,2,10
"Man GLG Undervalued Assets Fund (0P0001038I.L)
Word Searched: UNDERVALUED",wallstreet.man,6918393271152610566,13100,682000,55300,1011,5195
"Man GLG Undervalued Assets Fund (0P0001038I.L)
Word Searched: Undervalued",investodaily,6940708690198564102,13400,1747,50,2,10
"Man GLG Undervalued Assets Fund (0P0001038I.L)
Word Searched: undervalued",tikstockkam,6940244739056782598,8341,2534,63,26,0
"Marathon Digital Holdings, Inc. (MARA)",nickcomizio,6926225800442268934,3683,9706,162,22,33
"Marathon Digital Holdings, Inc. (MARA)
Word Searched: marathon",millionaire_mindset15,6925298030384139525,4023,615,9,1,2
Mastercard Incorporated (MA),hccapital,6940807359002578182,46500,1199,53,4,2
"Max Life - Guaranteed Fund-Inco (0P0000NRRA.BO)
Word Searched: Guaranteed",matthewhirayama,6928132692047432965,7933,113600,6982,273,86
"Maxar Technologies Inc. (MAXR)
Word Searched: Maxar",notkamel,6940699196903148805,24600,1342,142,3,6
McDonald's Corporation (MCD),calltoleap,6940824900215033093,733100,30500,2793,95,129
"McDonald's Corporation (MCD)
Word Searched: MACD",stockmarketuniversity,6940824111950155013,2839,402,12,1,1
"McDonald's Corporation (MCD)
Word Searched: MACD",letstalkinvesting,6940010593365675270,107100,8899,637,20,77
"Merlyn.AI SectorSurfer Momentum (DUDE)
Word Searched: sectors",hccapital,6940807359002578182,46500,1199,53,4,2
"Meten EdtechX Education Group L (METX)
Word Searched: education",highleyinvested,6940757663760272646,38600,4182,765,35,69
MicroStrategy Incorporated (MSTR),nickcomizio,6926225800442268934,3683,9706,162,22,33
"Moneygram International, Inc. (MGI)
Word Searched: money",assetentities,6940696614826708229,513800,52600,3577,76,31
"Moneygram International, Inc. (MGI)
Word Searched: money",sodapreneur,6937789671447612678,6805,5812,222,27,61
"Monogram Residential Trust, Inc (MORE)",tikstockkam,6940244739056782598,8341,2534,63,26,0
"Monogram Residential Trust, Inc (MORE)",conner_prola,6927049830585945349,39800,5100,141,2,9
"Monogram Residential Trust, Inc (MORE)",letstalkinvesting,6940010593365675270,107100,8899,637,20,77
"Monster Beverage Corporation (MNST)
Word Searched: Monster",stockvip,6926323575376858373,179400,89700,5655,212,643
"Motus GI Holdings, Inc. (MOTS)",stocktok42069,6930403126570716421,1152,4935,162,55,9
"NAN YA PRINTED CIRCUIT BOARD CO (8046.TW)
Word Searched: printed",milehightrading,6940694818209221893,166700,9575,245,20,9
"NEOLIFE BS (NLFBS.PA)
Word Searched: N  bs",hustlyinvest.com,6940819936201739526,54200,745,68,5,0
NIO Limited (NIO),stockvip,6926323575376858373,179400,89700,5655,212,643
NIO Limited (NIO),stockshub,6930999772882980102,83500,3767,117,14,2
NIO Limited (NIO),thestockhub,6940676520700660997,73900,19800,1504,36,40
NIO Limited (NIO),stocks_invest,6938585511942573318,75700,52400,1270,81,92
NIO Limited (NIO),erikbotoss,6938499665398648070,4297,1467,26,4,1
"NOV Inc. (NOV)
Word Searched: Pov",ceowatchlist,6940398799714012421,508100,19000,596,177,28
Naked Brand Group Limited (NAKD),thekidinvestor,6940410701030673669,48200,12000,383,13,11
"NameSiloTech (URL.CN)
Word Searched: names",coincapital,6935149838841531653,3563,240,15,0,3
Nano Dimension Ltd. (NNDM),stockrogue,6932552320605605125,42300,3176,81,13,2
Nano Dimension Ltd. (NNDM),stocks_invest,6938585511942573318,75700,52400,1270,81,92
"Natural Order Acquisition Corp. (NOAC)
Word Searched: order",nimbletradingio,6940345764358950149,2678,240,25,0,5
"Nautilus, Inc. (NLS)",stockswings,6940030483480759557,61600,3929,136,18,6
"New Age Alpha Japan ESG RiskSel (^HFJEAT)
Word Searched: risks",assetentities,6940696614826708229,513800,52600,3577,76,31
"New Beginnings Acquisition Corp (NBA)
Word Searched: beginning",theoptionlab,6935499890038541573,2173,1438,25,8,3
"NewAge, Inc. (NBEV)",tikstockkam,6940244739056782598,8341,2534,63,26,0
"Nokia Corporation Sponsored (NOK)
Word Searched: NOT",big_money_investments,6929197438192372997,41600,8048,255,31,22
"Nokia Corporation Sponsored (NOK)
Word Searched: Not",oscarwulfff,6935241744531590406,7864,25000,1473,50,409
"Nokia Corporation Sponsored (NOK)
Word Searched: Not",moderninvestor_,6930698535088229633,8304,4103,165,17,3
"Nokia Corporation Sponsored (NOK)
Word Searched: not",thebuyinking,6940646927092452614,537900,44300,4311,113,102
"Ocugen, Inc. (OCGN)",stockmarkethacks,6938802589395913989,5774,1956,106,3,6
"Omega Healthcare Investors, Inc (OHI)
Word Searched: healthcare",marketmartians,6940804545308036358,8048,197,10,3,1
"Omega Healthcare Investors, Inc (OHI)
Word Searched: investors",realstockmarket,6921738093380898053,2957,1893,54,1,4
"Onconova Therapeutics, Inc. (ONTX)",moderninvestor_,6930698535088229633,8304,4103,165,17,3
"Onconova Therapeutics, Inc. (ONTX)",sodapreneur,6937789671447612678,6805,5812,222,27,61
"Orchid Island Capital, Inc. (ORC)
Word Searched: OTC",stockmarketuniversity,6940824111950155013,2839,402,12,1,1
Oriental Culture Holding LTD (OCG),milehightrading,6940694818209221893,166700,9575,245,20,9
"Owens & Minor, Inc. (OMI)",bullishbetter,6940610783705435398,46600,4716,229,56,35
"PBF Energy Inc. (PBF)
Word Searched: PKF",simplyinvesting,6940463542038449413,2889,403,6,2,1
PIMCO Investment Grade Corporate Bond Index Exchange-Traded Fund (CORP),coincapital,6935149838841531653,3563,240,15,0,3
"PLAID INC (4165.T)
Word Searched: Plaid",stockvip,6926323575376858373,179400,89700,5655,212,643
"PROFITABLE DEVS IN (PRDL)
Word Searched: Profitable",conner_prola,6927049830585945349,39800,5100,141,2,9
"PROFITABLE DEVS IN (PRDL)
Word Searched: profit",markettrader_official,6940705243218939141,279700,7236,353,19,16
"PROFITABLE DEVS IN (PRDL)
Word Searched: profitable",coincapital,6935149838841531653,3563,240,15,0,3
"Palantir Technologies Inc. (PLTR)
Word Searched: Palantir",investwithruss,6940684504789011718,90800,58100,2087,136,94
"Palantir Technologies Inc. (PLTR)
Word Searched: technologies",coincapital,6935149838841531653,3563,240,15,0,3
"PayPal Holdings, Inc. (PYPL)",beermonies_trading,6934871830276607237,2324,314,30,0,1
"PayPal Holdings, Inc. (PYPL)",calltoleap,6940824900215033093,733100,30500,2793,95,129
"PayPal Holdings, Inc. (PYPL)
Word Searched: PayPal",notkamel,6940699196903148805,24600,1342,142,3,6
"PaySign, Inc. (PAYS)",milehightrading,6940694818209221893,166700,9575,245,20,9
"Paysign, Inc. (PAYS)
Word Searched: days",alcidesvla,6940774869340556550,12700,7377,116,11,1
"Paysign, Inc. (PAYS)
Word Searched: days",tradingwithchristian,6932638179094760709,1219,427,9,0,0
"Peloton Interactive, Inc. (PTON)
Word Searched: Interact",striketrading,6940442368688672006,77500,1906,95,7,6
"Penn National Gaming, Inc. (PENN)",milehightrading,6940694818209221893,166700,9575,245,20,9
"Penn Virginia Corporation (PVAC)
Word Searched: Virginia",mattyand,6927504237278661893,840,16900,700,153,117
Philip Morris International Inc. (PM),stocktrickswithnick,6940398320187641094,35400,2373,71,14,1
Phillips 66 (PSX),hccapital,6940807359002578182,46500,1199,53,4,2
"Pimco Global Stocksplus & Incom (PGP)
Word Searched: STOCKS",letstalkinvesting,6940010593365675270,107100,8899,637,20,77
"Pimco Global Stocksplus & Incom (PGP)
Word Searched: STOCKS",bugs.money,6940804661494418694,3733,1393,27,2,1
"Pimco Global Stocksplus & Incom (PGP)
Word Searched: Stocks",marketafterhours,6940798611563220230,5762,317,15,3,4
"Pimco Global Stocksplus & Incom (PGP)
Word Searched: stocks",stocksfeed,6939731961762073862,71900,5836,336,11,19
"Pimco Global Stocksplus & Incom (PGP)
Word Searched: stocks",spacs.ai,6932620674951384326,28100,2976,119,34,40
"Pimco Global Stocksplus & Incom (PGP)
Word Searched: stocks",marketmartians,6940804545308036358,8048,197,10,3,1
"Pimco Global Stocksplus & Incom (PGP)
Word Searched: stocks",alcidesvla,6940774869340556550,12700,7377,116,11,1
"Pimco Global Stocksplus & Incom (PGP)
Word Searched: stocks",calltoleap,6940824900215033093,733100,30500,2793,95,129
"Pimco Global Stocksplus & Incom (PGP)
Word Searched: stocks",invest.stocks,6940636428133076230,109000,5445,459,17,17
Pintec Technology Holdings Limited (PT),stocksmadeez,6790919963218644229,3141,7353,208,17,14
